Timestamp(ms),Current(uA)
10061,154558.156
10062,155956.891
10063,155582.281
10064,156096.172
10065,156657.125
10066,155448.391
10067,156549.375
10068,154897.188
10069,155855.125
10070,156562.406
10071,155736.984
10072,156735.313
10073,155107.641
10074,156321.766
10075,155259.359
10076,155518.000
10077,157052.797
10078,155623.828
10079,156679.953
10080,155471.469
10081,155965.516
10082,156521.156
10083,155437.000
10084,156498.109
10085,154811.031
10086,156590.344
10087,155860.438
10088,155662.063
10089,156771.813
10090,155557.984
10091,156592.281
10092,155519.453
10093,156594.609
10094,155848.141
10095,155484.125
10096,157099.594
10097,155263.906
10098,156762.188
10099,155682.266
10100,156159.438
10101,157335.328
10102,155809.281
10103,156885.906
10104,155572.563
10105,156564.938
10106,156575.891
10107,155755.328
10108,157086.266
10109,155447.953
10110,157336.094
10111,156515.281
10112,156939.250
10113,157213.438
10114,154561.844
10115,156434.344
10116,155482.375
10117,156303.313
10118,155968.297
10119,154897.109
10120,156681.297
10121,155283.984
10122,156531.953
10123,156000.516
10124,156114.938
10125,156813.469
10126,154915.984
10127,156961.578
10128,156094.016
10129,156923.328
10130,157614.359
10131,156723.172
10132,157693.328
10133,155379.000
10134,156744.969
10135,156285.828
10136,156584.844
10137,157627.172
10138,155314.547
10139,156896.484
10140,156451.359
10141,157399.063
10142,157369.125
10143,156519.438
10144,157281.031
10145,155206.188
10146,156623.531
10147,156635.234
10148,156610.406
10149,157176.516
10150,155817.563
10151,157374.469
10152,155058.859
10153,155553.234
10154,156258.266
10155,155446.906
10156,156701.594
10157,154829.375
10158,156085.125
10159,156447.094
10160,156221.875
10161,157264.203
10162,155750.500
10163,157049.188
10164,155202.625
10165,155965.500
10166,156641.891
10167,155767.516
10168,157133.938
10169,155822.609
10170,157622.953
10171,156412.953
10172,156051.609
10173,157127.719
10174,155117.125
10175,156395.547
10176,154927.141
10177,155266.313
10178,156527.500
10179,154744.984
10180,156573.734
10181,154966.250
10182,156216.484
10183,155623.906
10184,154770.891
10185,156644.609
10186,154707.953
10187,156425.109
10188,155448.219
10189,155692.625
10190,156325.094
10191,154979.359
10192,156269.672
10193,154703.688
10194,155719.969
10195,155457.078
10196,154897.328
10197,156465.688
10198,154895.719
10199,156032.188
10200,155476.219
10201,155495.578
10202,155945.719
10203,154508.391
10204,155992.859
10205,155026.359
10206,155763.750
10207,155447.406
10208,155769.125
10209,157138.219
10210,154780.359
10211,155951.203
10212,155645.609
10213,155699.547
10214,156009.703
10215,154336.297
10216,155584.000
10217,154943.969
10218,155567.625
10219,155859.266
10220,155924.672
10221,156711.078
10222,154620.438
10223,155701.188
10224,155207.266
10225,155248.047
10226,156272.281
10227,154948.344
10228,156314.250
10229,154631.344
10230,155695.000
10231,156142.828
10232,155444.406
10233,156731.000
10234,154562.422
10235,155883.984
10236,155538.484
10237,155217.438
10238,156495.641
10239,155192.750
10240,156985.484
10241,155072.625
10242,155860.281
10243,156298.891
10244,155674.719
10245,157200.594
10246,155369.063
10247,156555.422
10248,155243.547
10249,155579.469
10250,157430.406
10251,155719.969
10252,157232.766
10253,155622.891
10254,156129.047
10255,156946.891
10256,156212.875
10257,157275.297
10258,155114.797
10259,156871.063
10260,156110.281
10261,156290.391
10262,157395.563
10263,155824.391
10264,157358.594
10265,155757.391
10266,156943.078
10267,156147.953
10268,155621.688
10269,156962.813
10270,156015.375
10271,157744.016
10272,156388.000
10273,156167.781
10274,157330.594
10275,155651.063
10276,157139.031
10277,155577.516
10278,156354.547
10279,155606.922
10280,155633.313
10281,156886.344
10282,155269.828
10283,156928.797
10284,155920.828
10285,156148.484
10286,156730.797
10287,155018.484
10288,156608.531
10289,155447.156
10290,157105.484
10291,156664.266
10292,155560.094
10293,156941.141
10294,155556.547
10295,156455.734
10296,156024.016
10297,154952.984
10298,155047.250
10299,152257.797
10300,151222.063
10301,150421.672
10302,149922.016
10303,149881.328
10304,150211.453
10305,150044.797
10306,150145.422
10307,150029.563
10308,149859.031
10309,150826.906
10310,152340.250
10311,152763.313
10312,154521.063
10313,155551.000
10314,155104.234
10315,156100.984
10316,154931.906
10317,155978.672
10318,154584.031
10319,155190.859
10320,157046.516
10321,155524.516
10322,156384.422
10323,155168.594
10324,155563.047
10325,156307.109
10326,155410.172
10327,156428.125
10328,155281.344
10329,156286.641
10330,156049.734
10331,155898.031
10332,157347.234
10333,155844.500
10334,156917.844
10335,155472.453
10336,156735.547
10337,156307.359
10338,155916.563
10339,156640.125
10340,155394.578
10341,157051.719
10342,156069.906
10343,156284.875
10344,157338.453
10345,155687.516
10346,156862.438
10347,155510.156
10348,156620.625
10349,156271.703
10350,155880.125
10351,157157.125
10352,155696.859
10353,157091.813
10354,156297.734
10355,156874.156
10356,157080.250
10357,155670.719
10358,156957.469
10359,155473.391
10360,157041.281
10361,155935.578
10362,155293.500
10363,156442.563
10364,155080.672
10365,156730.969
10366,155751.672
10367,156489.594
10368,156216.031
10369,154410.031
10370,156860.672
10371,155463.828
10372,156666.641
10373,156170.719
10374,156213.406
10375,157180.438
10376,155445.063
10377,156549.609
10378,155739.969
10379,156006.000
10380,157001.453
10381,154732.578
10382,156184.359
10383,155239.375
10384,156337.063
10385,156401.047
10386,155991.391
10387,156903.078
10388,154731.656
10389,156313.813
10390,156217.688
10391,155972.734
10392,157044.469
10393,155908.828
10394,157078.516
10395,155471.047
10396,156410.156
10397,156504.188
10398,156037.531
10399,156814.047
10400,155202.938
10401,156236.344
10402,156237.922
10403,156368.391
10404,157026.344
10405,155542.063
10406,156792.516
10407,155408.359
10408,156224.063
10409,156537.734
10410,155942.781
10411,157253.906
10412,155496.016
10413,157086.219
10414,155891.531
10415,155975.766
10416,157627.625
10417,155956.000
10418,157234.328
10419,155614.875
10420,156333.578
10421,157392.828
10422,155844.031
10423,157171.281
10424,155645.016
10425,157234.500
10426,156105.938
10427,155789.938
10428,157166.719
10429,155677.188
10430,157528.813
10431,155627.125
10432,156554.813
10433,156358.703
10434,156510.719
10435,157403.906
10436,155430.656
10437,156817.172
10438,156005.219
10439,155897.078
10440,156985.391
10441,155508.719
10442,157063.422
10443,155837.719
10444,157133.234
10445,156754.469
10446,155645.375
10447,157136.563
10448,155245.563
10449,156669.594
10450,156113.063
10451,156582.000
10452,156878.109
10453,154535.188
10454,156905.047
10455,156156.359
10456,157091.391
10457,157050.344
10458,155530.672
10459,157152.625
10460,155643.719
10461,156709.281
10462,156101.500
10463,156390.141
10464,157211.266
10465,155018.063
10466,157170.141
10467,156193.141
10468,156568.469
10469,156641.828
10470,155919.547
10471,156944.469
10472,154903.031
10473,155823.984
10474,156102.766
10475,156330.516
10476,157483.750
10477,155252.422
10478,156881.297
10479,156061.172
10480,156519.250
10481,156799.938
10482,155992.875
10483,156776.000
10484,154629.406
10485,156086.188
10486,156519.281
10487,156116.547
10488,157206.531
10489,155533.016
10490,157018.328
10491,155380.891
10492,156079.734
10493,156604.391
10494,155630.688
10495,156680.641
10496,155288.641
10497,156152.266
10498,156080.734
10499,155178.609
10500,156379.328
10501,154995.547
10502,156051.172
10503,154801.391
10504,154740.203
10505,156406.609
10506,155036.547
10507,156385.828
10508,154884.516
10509,156061.844
10510,155477.875
10511,154661.031
10512,156439.469
10513,154760.703
10514,156285.922
10515,155115.156
10516,155062.484
10517,156712.297
10518,154933.766
10519,156283.203
10520,154986.688
10521,155532.766
10522,155073.344
10523,154522.250
10524,155762.578
10525,154375.188
10526,156060.094
10527,155113.141
10528,155198.953
10529,156224.438
10530,154906.375
10531,156335.234
10532,155020.141
10533,155602.641
10534,155690.406
10535,155047.391
10536,156505.750
10537,154885.016
10538,156075.109
10539,155568.516
10540,155727.344
10541,156454.109
10542,155036.656
10543,156163.750
10544,155227.953
10545,155910.813
10546,156027.656
10547,155449.969
10548,156873.844
10549,154684.766
10550,155978.578
10551,155643.125
10552,155597.531
10553,156458.656
10554,154722.813
10555,156189.703
10556,155399.922
10557,155966.516
10558,156442.391
10559,155867.328
10560,157090.469
10561,154783.531
10562,156382.953
10563,156098.406
10564,156258.313
10565,157053.109
10566,155627.328
10567,157131.094
10568,155180.188
10569,156303.906
10570,156595.281
10571,156144.359
10572,157474.797
10573,155275.578
10574,156387.125
10575,156375.781
10576,156254.750
10577,157411.344
10578,155733.563
10579,157149.922
10580,155533.313
10581,156491.156
10582,156902.844
10583,155803.094
10584,157203.109
10585,154935.781
10586,157115.094
10587,155783.313
10588,155676.328
10589,156985.000
10590,155672.531
10591,156792.859
10592,155272.063
10593,155692.813
10594,156564.906
10595,155475.875
10596,156912.203
10597,155331.484
10598,156858.156
10599,155735.000
10600,155990.844
10601,157243.547
10602,155644.500
10603,156923.563
10604,155319.813
10605,156232.719
10606,155977.813
10607,155186.531
10608,156791.000
10609,155075.938
10610,156597.719
10611,155845.984
10612,155908.438
10613,157217.703
10614,155415.328
10615,156885.219
10616,155516.109
10617,155091.609
10618,154859.000
10619,151664.703
10620,151080.078
10621,150447.984
10622,150234.359
10623,150332.141
10624,150177.563
10625,150374.250
10626,150420.250
10627,150365.391
10628,150694.266
10629,151595.016
10630,152547.375
10631,152941.844
10632,155259.750
10633,156099.547
10634,155646.656
10635,156297.500
10636,157146.844
10637,157127.828
10638,154980.875
10639,157114.031
10640,156763.203
10641,155677.750
10642,158670.016
10643,155458.266
10644,156012.531
10645,155664.734
10646,157376.453
10647,157202.734
10648,155894.406
10649,158005.828
10650,155381.313
10651,156143.172
10652,157523.469
10653,156263.516
10654,158773.453
10655,155966.609
10656,156700.172
10657,156468.344
10658,156282.031
10659,158972.703
10660,156212.578
10661,157965.953
10662,155995.859
10663,156523.469
10664,157905.781
10665,156571.563
10666,159011.906
10667,155736.969
10668,159023.453
10669,156456.172
10670,156188.594
10671,158235.859
10672,156075.234
10673,159057.938
10674,156489.781
10675,157130.859
10676,157446.844
10677,155645.469
10678,158898.016
10679,155740.109
10680,158899.625
10681,156506.938
10682,155944.594
10683,158347.531
10684,155958.609
10685,158594.969
10686,156153.516
10687,158699.547
10688,156855.922
10689,155833.953
10690,158271.641
10691,155865.766
10692,158649.109
10693,156919.875
10694,158664.219
10695,157427.719
10696,157216.078
10697,157833.078
10698,157204.922
10699,157532.672
10700,158230.141
10701,156206.047
10702,158907.125
10703,156111.609
10704,157115.094
10705,157524.250
10706,157003.563
10707,157947.391
10708,155665.500
10709,158606.938
10710,156290.484
10711,158663.625
10712,159256.125
10713,157628.969
10714,159586.563
10715,155810.047
10716,157334.813
10717,157153.281
10718,158929.313
10719,157818.719
10720,155053.453
10721,157997.641
10722,157732.422
10723,157491.594
10724,158265.797
10725,156702.391
10726,158446.953
10727,155622.344
10728,157808.984
10729,158159.203
10730,157025.750
10731,159393.500
10732,156855.063
10733,158941.219
10734,157503.438
10735,157118.406
10736,158199.406
10737,158437.531
10738,160317.500
10739,156315.922
10740,158821.203
10741,159173.391
10742,157242.672
10743,160754.734
10744,157017.813
10745,158755.984
10746,156913.766
10747,158957.375
10748,159679.234
10749,157224.344
10750,159212.672
10751,157598.281
10752,159514.406
10753,158277.344
10754,156656.219
10755,159045.859
10756,157093.156
10757,159278.203
10758,157955.156
10759,157095.547
10760,159123.672
10761,156484.156
10762,160232.719
10763,156603.453
10764,158835.375
10765,158102.844
10766,156594.266
10767,158659.656
10768,155748.453
10769,159354.734
10770,157025.672
10771,159019.219
10772,158915.609
10773,156754.672
10774,158724.734
10775,156247.453
10776,158152.938
10777,156985.859
10778,155984.094
10779,160076.563
10780,156254.766
10781,158812.344
10782,157756.672
10783,159623.109
10784,159866.484
10785,156725.672
10786,158999.422
10787,157772.078
10788,159998.859
10789,159095.484
10790,157532.328
10791,160885.922
10792,156496.813
10793,158861.547
10794,158003.422
10795,160193.406
10796,160201.969
10797,156834.453
10798,159096.063
10799,156358.469
10800,158332.094
10801,157898.750
10802,158826.438
10803,159668.531
10804,156128.547
10805,159066.328
10806,157849.703
10807,159188.703
10808,159769.313
10809,157205.469
10810,159005.922
10811,157288.109
10812,157102.063
10813,157712.063
10814,158509.453
10815,160126.109
10816,156147.047
10817,158976.875
10818,156806.500
10819,158316.938
10820,159720.391
10821,156362.094
10822,159351.141
10823,156001.719
10824,155935.547
10825,157441.516
10826,155716.938
10827,157838.656
10828,155997.047
10829,156563.391
10830,156474.172
10831,155672.172
10832,158961.547
10833,156228.188
10834,157195.891
10835,156272.281
10836,155859.125
10837,158360.391
10838,156168.969
10839,157153.453
10840,156364.891
10841,157259.625
10842,155749.734
10843,157281.109
10844,157585.438
10845,155305.734
10846,157955.281
10847,155703.703
10848,157005.594
10849,156385.500
10850,155276.469
10851,158614.328
10852,155777.203
10853,156762.063
10854,156758.469
10855,155648.109
10856,159008.031
10857,156311.484
10858,156830.313
10859,156433.078
10860,156438.375
10861,157569.656
10862,156103.500
10863,157034.594
10864,156304.484
10865,156807.938
10866,156927.859
10867,156403.047
10868,158412.594
10869,155672.438
10870,156385.547
10871,156248.016
10872,156366.656
10873,157286.141
10874,155821.953
10875,159310.875
10876,156271.641
10877,156682.844
10878,156825.188
10879,156232.672
10880,158018.781
10881,155471.344
10882,158935.906
10883,156642.859
10884,159029.906
10885,157555.891
10886,158418.219
10887,158956.391
10888,156740.828
10889,157288.781
10890,157297.234
10891,156924.672
10892,158372.250
10893,155642.641
10894,158674.813
10895,157908.359
10896,157338.281
10897,158445.469
10898,156633.281
10899,158317.453
10900,155498.344
10901,157891.219
10902,158307.281
10903,157017.750
10904,158888.422
10905,156550.500
10906,158950.813
10907,156218.000
10908,158036.828
10909,159167.609
10910,157059.266
10911,159557.141
10912,156286.703
10913,158930.484
10914,157289.781
10915,158246.313
10916,159880.656
10917,156448.469
10918,159179.891
10919,156238.422
10920,156431.750
10921,158076.625
10922,158692.234
10923,158003.375
10924,156516.016
10925,159762.484
10926,157071.703
10927,156477.516
10928,158701.266
10929,156077.234
10930,158333.234
10931,157017.813
10932,156349.766
10933,158185.438
10934,156285.031
10935,158623.938
10936,155462.984
10937,156165.219
10938,164742.594
10939,154376.344
10940,151809.234
10941,150751.031
10942,150418.375
10943,150251.734
10944,150541.453
10945,150636.781
10946,150448.531
10947,150322.453
10948,150774.734
10949,151832.828
10950,152713.000
10951,153081.609
10952,155258.516
10953,154834.172
10954,155728.734
10955,155690.094
10956,155345.547
10957,156576.375
10958,154861.641
10959,155884.047
10960,155286.531
10961,155405.266
10962,156011.281
10963,154193.328
10964,155579.609
10965,155109.172
10966,156090.203
10967,156014.266
10968,156119.531
10969,157150.141
10970,154584.688
10971,156005.906
10972,155648.234
10973,155652.500
10974,156628.406
10975,155555.188
10976,156573.688
10977,154932.578
10978,156493.672
10979,156272.500
10980,155920.797
10981,156913.094
10982,154908.594
10983,156130.750
10984,155729.281
10985,156100.797
10986,156812.922
10987,155485.234
10988,156857.750
10989,155256.016
10990,156358.953
10991,156586.500
10992,155792.844
10993,157043.953
10994,155213.922
10995,156778.406
10996,155600.609
10997,155808.734
10998,157852.375
10999,156022.844
11000,157351.344
11001,155793.922
11002,155898.594
11003,156517.828
11004,155395.594
11005,156653.344
11006,154985.672
11007,156532.250
11008,155956.859
11009,155511.672
11010,157250.516
11011,155410.359
11012,156758.563
11013,155584.109
11014,156506.422
11015,156193.234
11016,155788.828
11017,157412.750
11018,156266.125
11019,157329.875
11020,156442.297
11021,155903.531
11022,156744.047
11023,155504.219
11024,156490.203
11025,155461.188
11026,156648.578
11027,156601.375
11028,155613.156
11029,157191.922
11030,155720.156
11031,156642.141
11032,155590.734
11033,156057.750
11034,156372.609
11035,154608.484
11036,156490.766
11037,155268.094
11038,156592.813
11039,156558.078
11040,155239.719
11041,156945.641
11042,155224.438
11043,156098.422
11044,155728.844
11045,155919.859
11046,156705.672
11047,154305.594
11048,156809.844
11049,155690.203
11050,156398.141
11051,156520.094
11052,155879.422
11053,157108.031
11054,154857.281
11055,156086.438
11056,155728.484
11057,156127.156
11058,157645.875
11059,155118.094
11060,156783.094
11061,156177.984
11062,156812.625
11063,157041.125
11064,156001.906
11065,157108.297
11066,154992.109
11067,156190.547
11068,156496.031
11069,156445.281
11070,157573.375
11071,156035.891
11072,157173.828
11073,155570.281
11074,155977.844
11075,156671.031
11076,155780.063
11077,157240.203
11078,155621.594
11079,156491.563
11080,156610.359
11081,156107.094
11082,156839.266
11083,155308.172
11084,156643.531
11085,155113.313
11086,155728.078
11087,156335.391
11088,155529.875
11089,156591.984
11090,155117.969
11091,156693.047
11092,155934.000
11093,155657.375
11094,156904.672
11095,155090.813
11096,157113.000
11097,155628.094
11098,156607.594
11099,157022.422
11100,155604.547
11101,156979.328
11102,155394.172
11103,156831.938
11104,156082.125
11105,155502.109
11106,156472.891
11107,155068.078
11108,157230.813
11109,155935.672
11110,157029.484
11111,156655.750
11112,155593.484
11113,156805.828
11114,155588.859
11115,156893.625
11116,156193.578
11117,155622.172
11118,157114.391
11119,155437.547
11120,156976.234
11121,156145.234
11122,156621.438
11123,156692.328
11124,155505.578
11125,156970.484
11126,155481.813
11127,157008.656
11128,156706.500
11129,156498.141
11130,157557.438
11131,154578.078
11132,156671.391
11133,155844.594
11134,156340.063
11135,156526.922
11136,154721.531
11137,156499.063
11138,155405.859
11139,156032.906
11140,156019.984
11141,155414.859
11142,156408.750
11143,154515.094
11144,156244.719
11145,155428.219
11146,155098.266
11147,156018.219
11148,155483.469
11149,156482.141
11150,155027.906
11151,155723.094
11152,156190.625
11153,155254.531
11154,156570.219
11155,154625.484
11156,155534.688
11157,155389.578
11158,155592.422
11159,156587.484
11160,155055.984
11161,156456.047
11162,155144.453
11163,155559.281
11164,156175.906
11165,155056.859
11166,156245.938
11167,154503.391
11168,156332.781
11169,155356.078
11170,155497.297
11171,156913.797
11172,155529.672
11173,156627.422
11174,155374.781
11175,155613.984
11176,156336.922
11177,155025.109
11178,156817.844
11179,154973.234
11180,156458.016
11181,155454.219
11182,155044.484
11183,156892.125
11184,155231.516
11185,156402.375
11186,155239.672
11187,155793.484
11188,155979.688
11189,154931.109
11190,156220.281
11191,154792.750
11192,156108.234
11193,155461.328
11194,155111.156
11195,156742.109
11196,155292.344
11197,156788.219
11198,155933.281
11199,156276.281
11200,156091.859
11201,155144.641
11202,156643.547
11203,155440.609
11204,156641.672
11205,155971.938
11206,156461.359
11207,156881.484
11208,155339.547
11209,156451.031
11210,155617.297
11211,156840.750
11212,156632.844
11213,155681.797
11214,157039.109
11215,155511.641
11216,156911.203
11217,156211.203
11218,156739.609
11219,157067.750
11220,154732.906
11221,156832.906
11222,155752.000
11223,156399.000
11224,156460.094
11225,156258.219
11226,157265.391
11227,154908.422
11228,156630.563
11229,156295.625
11230,156220.766
11231,157157.672
11232,154783.609
11233,156491.828
11234,155853.734
11235,156442.281
11236,156939.000
11237,155948.031
11238,157216.203
11239,155120.406
11240,156039.953
11241,155801.672
11242,155951.516
11243,157090.109
11244,155707.250
11245,157043.234
11246,155374.250
11247,156076.750
11248,156663.938
11249,155624.906
11250,156873.609
11251,155141.313
11252,156375.203
11253,156622.266
11254,156165.203
11255,157224.750
11256,154975.875
11257,154641.641
11258,153432.578
11259,151187.094
11260,150650.219
11261,150189.672
11262,150336.625
11263,150394.797
11264,150343.125
11265,150352.609
11266,150002.781
11267,149948.500
11268,150348.406
11269,151532.453
11270,151901.750
11271,153510.891
11272,155545.766
11273,153924.781
11274,155406.391
11275,154820.391
11276,155342.969
11277,155408.297
11278,154510.297
11279,155669.734
11280,154746.063
11281,155671.453
11282,155777.906
11283,154823.594
11284,156410.516
11285,155115.313
11286,156506.641
11287,155566.313
11288,156300.547
11289,156400.359
11290,154398.375
11291,156388.281
11292,155539.156
11293,156397.609
11294,156133.234
11295,155941.781
11296,157171.547
11297,155005.719
11298,156720.734
11299,155969.203
11300,156177.469
11301,156429.469
11302,154337.766
11303,156297.719
11304,155558.828
11305,156691.922
11306,156562.094
11307,155968.219
11308,157164.281
11309,154912.500
11310,155987.891
11311,155599.750
11312,155992.000
11313,156764.859
11314,155595.125
11315,156390.484
11316,154788.781
11317,155597.953
11318,156571.063
11319,155727.609
11320,156696.516
11321,154959.969
11322,156108.063
11323,155746.969
11324,155719.719
11325,156587.938
11326,154965.328
11327,156333.500
11328,155169.813
11329,155775.641
11330,156254.234
11331,155141.109
11332,156344.078
11333,154446.203
11334,155979.406
11335,155305.844
11336,155378.422
11337,156308.984
11338,155094.641
11339,156593.313
11340,154993.328
11341,155285.734
11342,156359.266
11343,155308.281
11344,156543.188
11345,154819.188
11346,156046.531
11347,155415.063
11348,155520.844
11349,156656.016
11350,155121.672
11351,156357.531
11352,155087.469
11353,155858.406
11354,155688.172
11355,154823.688
11356,156076.234
11357,154841.406
11358,156544.141
11359,155928.109
11360,155346.672
11361,156509.813
11362,154834.625
11363,156455.875
11364,155283.438
11365,155978.078
11366,156004.266
11367,155043.969
11368,156921.656
11369,155477.016
11370,156498.641
11371,155627.859
11372,156119.703
11373,156789.547
11374,154250.781
11375,156369.547
11376,155475.094
11377,156379.156
11378,156867.031
11379,155380.219
11380,156617.281
11381,155055.797
11382,156350.609
11383,156041.797
11384,156153.672
11385,157136.344
11386,154984.828
11387,156934.234
11388,156611.125
11389,156811.359
11390,156918.031
11391,156024.578
11392,156826.016
11393,155060.297
11394,156188.500
11395,156422.047
11396,156209.688
11397,157121.969
11398,155328.469
11399,156671.328
11400,156051.172
11401,156322.875
11402,156775.344
11403,155445.031
11404,156294.281
11405,154406.391
11406,155652.703
11407,155922.391
11408,156197.313
11409,157192.719
11410,155841.797
11411,157157.484
11412,155179.688
11413,156047.859
11414,156695.484
11415,155666.188
11416,157290.813
11417,155315.813
11418,156845.859
11419,156981.625
11420,156181.344
11421,157674.125
11422,155616.625
11423,156921.313
11424,155656.453
11425,156339.250
11426,157534.594
11427,155834.688
11428,157299.125
11429,155481.281
11430,157064.313
11431,156120.813
11432,155389.609
11433,156596.234
11434,154772.703
11435,156648.203
11436,155656.594
11437,156054.984
11438,157698.203
11439,155986.281
11440,157257.438
11441,155804.594
11442,156823.391
11443,156100.453
11444,155352.156
11445,156816.156
11446,155412.016
11447,157082.547
11448,156404.750
11449,157082.719
11450,157016.375
11451,155498.781
11452,157027.188
11453,155318.297
11454,156526.250
11455,155960.141
11456,154856.484
11457,156546.797
11458,155292.281
11459,156395.797
11460,155315.984
11461,155403.156
11462,156106.438
11463,154070.859
11464,155731.031
11465,154859.891
11466,155396.547
11467,155858.047
11468,155805.313
11469,156749.609
11470,153971.422
11471,155401.188
11472,155111.797
11473,154801.859
11474,155852.969
11475,153920.063
11476,155610.922
11477,154795.219
11478,155891.547
11479,155697.203
11480,154989.656
11481,156082.297
11482,154129.109
11483,155263.406
11484,155055.063
11485,155141.266
11486,156576.891
11487,155309.359
11488,156533.109
11489,154682.813
11490,155398.344
11491,155929.516
11492,155027.313
11493,156123.188
11494,154277.422
11495,155320.219
11496,155445.969
11497,154934.094
11498,156817.422
11499,155216.156
11500,156246.328
11501,154738.906
11502,154962.984
11503,155947.047
11504,155118.500
11505,156282.031
11506,154571.250
11507,155694.047
11508,155431.047
11509,155077.547
11510,156393.672
11511,155119.391
11512,156066.172
11513,154954.453
11514,155513.359
11515,156699.016
11516,155309.391
11517,156994.828
11518,155688.406
11519,157123.859
11520,155774.719
11521,155365.625
11522,156930.578
11523,155150.031
11524,156649.563
11525,155430.922
11526,156652.125
11527,156386.703
11528,156009.750
11529,157157.625
11530,155261.422
11531,156763.969
11532,156211.516
11533,155491.813
11534,157042.797
11535,155151.625
11536,156632.609
11537,155640.375
11538,156974.734
11539,156306.969
11540,155037.031
11541,156636.641
11542,155250.578
11543,156550.047
11544,155612.266
11545,156081.656
11546,156821.609
11547,154628.906
11548,156792.266
11549,155661.875
11550,156375.516
11551,156602.719
11552,155189.125
11553,157138.344
11554,155425.109
11555,156819.469
11556,155935.109
11557,155798.484
11558,157402.531
11559,155330.828
11560,157129.172
11561,155985.000
11562,156761.984
11563,156928.656
11564,156478.609
11565,157574.250
11566,155777.906
11567,156553.016
11568,156686.672
11569,156226.031
11570,157267.578
11571,155065.953
11572,156796.094
11573,155954.859
11574,156278.813
11575,156640.484
11576,154905.406
11577,154878.297
11578,153033.844
11579,151282.328
11580,150337.000
11581,150392.156
11582,150375.859
11583,150102.328
11584,150010.406
11585,150258.719
11586,150065.625
11587,150145.047
11588,150872.875
11589,152086.469
11590,152528.016
11591,153533.672
11592,155847.625
11593,154763.094
11594,156073.438
11595,154994.906
11596,155973.422
11597,155549.406
11598,155289.672
11599,156165.531
11600,154992.547
11601,156273.375
11602,155511.609
11603,155174.016
11604,156481.406
11605,154844.359
11606,156202.078
11607,154918.172
11608,156082.172
11609,155679.125
11610,155101.344
11611,156689.359
11612,154906.078
11613,156555.484
11614,155825.609
11615,156056.922
11616,156421.594
11617,154808.469
11618,156912.109
11619,155468.781
11620,156297.359
11621,156014.250
11622,155344.625
11623,156639.875
11624,155226.750
11625,156343.453
11626,155875.766
11627,156258.672
11628,156900.500
11629,154840.531
11630,156261.750
11631,155670.531
11632,156326.469
11633,156289.969
11634,155876.625
11635,156837.563
11636,154820.016
11637,156387.875
11638,156204.672
11639,156310.516
11640,156924.797
11641,154929.828
11642,156414.203
11643,155889.547
11644,156139.578
11645,156579.563
11646,156121.141
11647,157008.219
11648,155437.891
11649,156757.141
11650,156473.391
11651,156444.844
11652,157223.344
11653,155625.797
11654,157157.547
11655,155724.969
11656,156425.578
11657,156755.281
11658,156260.094
11659,157240.219
11660,155341.156
11661,156606.609
11662,156860.828
11663,156398.984
11664,157167.469
11665,155573.109
11666,156494.406
11667,155383.234
11668,156126.734
11669,156718.781
11670,155702.359
11671,156898.031
11672,155407.750
11673,156654.609
11674,155641.594
11675,155682.141
11676,156862.969
11677,155265.797
11678,156931.125
11679,155567.094
11680,155898.078
11681,157063.375
11682,155581.750
11683,156732.438
11684,155287.875
11685,156805.516
11686,156022.313
11687,155508.781
11688,157047.688
11689,154939.266
11690,156678.859
11691,155651.891
11692,156437.469
11693,156649.547
11694,155368.703
11695,156845.141
11696,155593.422
11697,157080.250
11698,156595.531
11699,155551.000
11700,156762.813
11701,154725.219
11702,156912.219
11703,155940.891
11704,156411.125
11705,156825.781
11706,155449.438
11707,157100.641
11708,156011.938
11709,156583.516
11710,156087.016
11711,156054.672
11712,156919.703
11713,154592.484
11714,156599.984
11715,155966.469
11716,156619.484
11717,157068.469
11718,155488.266
11719,156653.203
11720,155294.641
11721,156665.281
11722,156150.625
11723,156155.063
11724,157048.031
11725,154564.734
11726,156383.406
11727,155790.453
11728,156555.844
11729,156815.141
11730,155880.047
11731,156955.375
11732,154872.500
11733,156436.641
11734,156347.844
11735,156192.516
11736,157523.594
11737,155486.313
11738,157035.906
11739,156256.719
11740,156150.203
11741,156674.578
11742,155521.563
11743,157038.375
11744,155120.219
11745,156633.859
11746,156999.109
11747,156244.328
11748,157412.234
11749,155535.953
11750,157127.688
11751,155746.266
11752,155961.844
11753,157159.047
11754,155738.313
11755,157283.953
11756,155884.375
11757,156716.672
11758,157252.203
11759,156303.797
11760,156870.109
11761,154996.469
11762,156507.641
11763,155682.219
11764,155723.953
11765,157180.109
11766,155734.922
11767,157170.734
11768,155956.531
11769,156895.938
11770,156082.672
11771,155529.703
11772,156757.047
11773,155071.203
11774,156553.844
11775,155654.172
11776,155469.391
11777,156632.219
11778,155527.578
11779,156485.938
11780,154890.281
11781,155716.078
11782,155572.938
11783,154653.000
11784,156841.328
11785,155198.219
11786,156197.750
11787,155397.234
11788,155382.672
11789,155931.500
11790,154311.484
11791,155879.625
11792,154671.438
11793,155400.859
11794,155483.266
11795,154818.188
11796,155908.641
11797,154992.750
11798,156165.813
11799,155386.219
11800,155168.688
11801,155969.859
11802,153971.797
11803,155616.438
11804,154921.281
11805,155492.828
11806,155950.656
11807,155284.922
11808,156660.453
