Timestamp(ms),Current(uA)
24041,156372.641
24042,157029.469
24043,157971.094
24044,169267.047
24045,175727.766
24046,173358.984
24047,176224.453
24048,176958.672
24049,176035.906
24050,176207.125
24051,173145.703
24052,172210.297
24053,171676.188
24054,171097.266
24055,171775.984
24056,160451.406
24057,154751.813
24058,152319.375
24059,151483.516
24060,151157.453
24061,151676.938
24062,153018.906
24063,153859.281
24064,155068.203
24065,156958.688
24066,169687.531
24067,175035.641
24068,175699.984
24069,160755.016
24070,157969.844
24071,156392.953
24072,157240.406
24073,155738.484
24074,157055.391
24075,156099.922
24076,156259.734
24077,157490.375
24078,156232.750
24079,171689.875
24080,175209.484
24081,172548.172
24082,175729.313
24083,176591.063
24084,178273.547
24085,176558.578
24086,178503.172
24087,177437.563
24088,178364.516
24089,177919.391
24090,177052.188
24091,167004.625
24092,160186.281
24093,158859.484
24094,157114.484
24095,156226.406
24096,157728.266
24097,155900.375
24098,157559.141
24099,156751.125
24100,158137.563
24101,171266.344
24102,174133.547
24103,176783.750
24104,171743.141
24105,176134.063
24106,176785.781
24107,177365.750
24108,178332.578
24109,176409.891
24110,177759.953
24111,177002.094
24112,177480.531
24113,167504.891
24114,159390.250
24115,158779.109
24116,156855.094
24117,157657.781
24118,157421.125
24119,157317.891
24120,157942.078
24121,155803.719
24122,158113.813
24123,169889.313
24124,173993.078
24125,177668.000
24126,159646.813
24127,159116.500
24128,156602.625
24129,157266.344
24130,156946.813
24131,156551.094
24132,157646.625
24133,155834.078
24134,156953.641
24135,156890.828
24136,168547.828
24137,175632.516
24138,174901.797
24139,175324.703
24140,175532.266
24141,177128.031
24142,177647.688
24143,177033.234
24144,178164.844
24145,176278.906
24146,177673.484
24147,176991.703
24148,166609.094
24149,161212.500
24150,157389.344
24151,157794.797
24152,156240.516
24153,156717.000
24154,156714.688
24155,155955.578
24156,157326.609
24157,155732.391
24158,170640.750
24159,173688.750
24160,176120.734
24161,161256.719
24162,157937.766
24163,158295.516
24164,156592.391
24165,157504.875
24166,156652.313
24167,156265.516
24168,157662.688
24169,156113.953
24170,158343.344
24171,170321.641
24172,175469.828
24173,174703.125
24174,174394.781
24175,177546.500
24176,176553.313
24177,177759.313
24178,177202.813
24179,176642.375
24180,178064.625
24181,176566.688
24182,178169.688
24183,165982.125
24184,160593.609
24185,158469.688
24186,155500.938
24187,157241.188
24188,156145.047
24189,157281.859
24190,157004.219
24191,155909.828
24192,157698.078
24193,169539.266
24194,175024.688
24195,177349.953
24196,160591.672
24197,158997.234
24198,155864.969
24199,157530.188
24200,156221.563
24201,157305.109
24202,157324.016
24203,156604.313
24204,157920.781
24205,156733.875
24206,170643.859
24207,174821.516
24208,172464.891
24209,176190.953
24210,175208.094
24211,177536.516
24212,176886.719
24213,177736.688
24214,177841.172
24215,177217.750
24216,178339.750
24217,176527.953
24218,166041.859
24219,160416.984
24220,158368.234
24221,158062.125
24222,156454.031
24223,157822.703
24224,156236.000
24225,156687.344
24226,157289.188
24227,156827.547
24228,171094.922
24229,174154.969
24230,177405.250
24231,161222.813
24232,158667.203
24233,158768.438
24234,156660.625
24235,157969.641
24236,156444.484
24237,156825.297
24238,157650.063
24239,156729.234
24240,157883.609
24241,169374.250
24242,176057.344
24243,173269.063
24244,176064.531
24245,178221.625
24246,176969.734
24247,178250.531
24248,176940.156
24249,177302.797
24250,178583.063
24251,176970.484
24252,178790.969
24253,164833.750
24254,160693.438
24255,158060.469
24256,156631.938
24257,157847.156
24258,155896.484
24259,157398.438
24260,156263.844
24261,157309.594
24262,157599.406
24263,168299.500
24264,175481.438
24265,175757.594
24266,174793.266
24267,176218.609
24268,176572.500
24269,177953.766
24270,176293.563
24271,178112.891
24272,177181.266
24273,177822.016
24274,178409.000
24275,166689.063
24276,161619.297
24277,157448.969
24278,158140.594
24279,157232.563
24280,157224.719
24281,157999.891
24282,155915.625
24283,157595.125
24284,157268.016
24285,170551.563
24286,175677.234
24287,176438.734
24288,161773.281
24289,157997.250
24290,158039.500
24291,157027.766
24292,157279.563
24293,157465.484
24294,155396.078
24295,157110.641
24296,156644.563
24297,157293.594
24298,169927.813
24299,174759.984
24300,175616.031
24301,173650.797
24302,176538.438
24303,177377.016
24304,176773.406
24305,178072.688
24306,175744.797
24307,177168.859
24308,176792.016
24309,177136.813
24310,166958.938
24311,159410.594
24312,158614.219
24313,156290.875
24314,156811.781
24315,157081.266
24316,156556.938
24317,157776.000
24318,156030.344
24319,157613.172
24320,169821.453
24321,174238.125
24322,178563.484
24323,159769.375
24324,159102.297
24325,156405.969
24326,156969.594
24327,157158.906
24328,156364.141
24329,157743.891
24330,155657.000
24331,157207.953
24332,156755.422
24333,169713.625
24334,176172.797
24335,172245.828
24336,175896.938
24337,175926.922
24338,177337.594
24339,176798.984
24340,176060.750
24341,177547.297
24342,176104.219
24343,177945.313
24344,177558.563
24345,165384.953
24346,161004.516
24347,156953.578
24348,157939.625
24349,155999.297
24350,157045.281
24351,156548.234
24352,155853.344
24353,157170.406
24354,156217.031
24355,171337.078
24356,174940.313
24357,178734.281
24358,162421.469
24359,157686.688
24360,158094.188
24361,156527.875
24362,157268.375
24363,156748.609
24364,155785.875
24365,157220.984
24366,155778.672
24367,157512.359
24368,170993.172
24369,174580.703
24370,170519.938
24371,171374.344
24372,171691.281
24373,171668.125
24374,171429.797
24375,171204.859
24376,171287.484
24377,171224.938
24378,171350.531
24379,172744.734
24380,160154.172
24381,155372.609
24382,154427.063
24383,154274.047
24384,155857.031
24385,156503.688
24386,155882.672
24387,157112.719
24388,155876.625
24389,157792.484
24390,169353.578
24391,174337.875
24392,177301.156
24393,173152.203
24394,176877.000
24395,176104.375
24396,177254.453
24397,177841.938
24398,177194.016
24399,178243.922
24400,176446.219
24401,177968.016
24402,166723.141
24403,160524.219
24404,159336.875
24405,156955.797
24406,157671.547
24407,156099.109
24408,157285.766
24409,156715.422
24410,156101.641
24411,157757.656
24412,169144.813
24413,174638.281
24414,176852.328
24415,160732.391
24416,159490.484
24417,156510.078
24418,157596.844
24419,156173.531
24420,157323.297
24421,156721.828
24422,156134.578
24423,157312.844
24424,156253.094
24425,170053.938
24426,175749.500
24427,176555.703
24428,175530.203
24429,175874.703
24430,178065.578
24431,176789.750
24432,177573.266
24433,177223.578
24434,176657.188
24435,178127.875
24436,177016.641
24437,167644.813
24438,160390.375
24439,158483.375
24440,157538.391
24441,155362.859
24442,156945.234
24443,155804.469
24444,157293.938
24445,157139.719
24446,157668.656
24447,171478.500
24448,173726.078
24449,178400.359
24450,160543.250
24451,158681.156
24452,158267.172
24453,155831.813
24454,157764.859
24455,156483.531
24456,157623.859
24457,157498.656
24458,156833.484
24459,158173.969
24460,168612.547
24461,175368.281
24462,173235.453
24463,175074.250
24464,177270.938
24465,176626.125
24466,178214.203
24467,176486.453
24468,177972.797
24469,177890.203
24470,177200.953
24471,178434.453
24472,165128.469
24473,160609.609
24474,158056.016
24475,157525.594
24476,158231.609
24477,156590.563
24478,157409.406
24479,155905.453
24480,156414.859
24481,157295.484
24482,169883.391
24483,175350.391
24484,175883.547
24485,161946.797
24486,158488.453
24487,157236.844
24488,158177.750
24489,156417.859
24490,157663.531
24491,156195.641
24492,156634.016
24493,157345.047
24494,156909.219
24495,171352.797
24496,174405.094
24497,172947.313
24498,175516.828
24499,176765.406
24500,178525.078
24501,176800.578
24502,178293.734
24503,176750.172
24504,177853.250
24505,177525.328
24506,177780.125
24507,167000.219
24508,159698.734
24509,159122.297
24510,157406.094
24511,156824.406
24512,157655.281
24513,155730.547
24514,157297.438
24515,156309.141
24516,157468.328
24517,170828.109
24518,173280.141
24519,177954.172
24520,160727.047
24521,159289.031
24522,157724.719
24523,156930.563
24524,157451.828
24525,155210.141
24526,157102.719
24527,156224.969
24528,157105.031
24529,157810.109
24530,170660.188
24531,177056.547
24532,172455.703
24533,176776.125
24534,177295.344
24535,177920.469
24536,178563.547
24537,176239.438
24538,178086.313
24539,176969.328
24540,177603.781
24541,179366.359
24542,165767.594
24543,161312.516
24544,156914.438
24545,157649.797
24546,156522.656
24547,156543.719
24548,157484.203
24549,155122.531
24550,157067.031
24551,157018.875
24552,170187.031
24553,175694.516
24554,176711.547
24555,174971.594
24556,175109.641
24557,177163.766
24558,177297.781
24559,177277.578
24560,178404.813
24561,176676.047
24562,178357.063
24563,176933.953
24564,166970.500
24565,161131.734
24566,157587.547
24567,158200.234
24568,155882.922
24569,156487.578
24570,156611.750
24571,156159.328
24572,157398.688
24573,156313.188
24574,170941.703
24575,173285.859
24576,176413.625
24577,161857.141
24578,157994.688
24579,158245.672
24580,156324.906
24581,157285.094
24582,156685.906
24583,156347.609
24584,157580.156
24585,155606.469
24586,157530.844
24587,169058.344
24588,174906.719
24589,175642.938
24590,174797.234
24591,178179.703
24592,177087.422
24593,178431.516
24594,177830.609
24595,176733.625
24596,178095.563
24597,176273.453
24598,178815.469
24599,166690.422
24600,161271.156
24601,158719.234
24602,156522.000
24603,157996.328
24604,156357.078
24605,157522.641
24606,156710.297
24607,156365.344
24608,158245.469
24609,169472.016
24610,175742.250
24611,178108.922
24612,162643.703
24613,159546.656
24614,156598.453
24615,157699.125
24616,155620.297
24617,156910.484
24618,156585.219
24619,156621.438
24620,157419.594
24621,155756.719
24622,170475.391
24623,174569.953
24624,173099.500
24625,175836.563
24626,175010.547
24627,177063.344
24628,176437.953
24629,177812.344
24630,177550.609
24631,176944.063
24632,177945.563
24633,176629.094
24634,166427.734
24635,159806.281
24636,157752.063
24637,157354.563
24638,155839.250
24639,157239.297
24640,155491.719
24641,156427.219
24642,156760.250
24643,156302.219
24644,171601.469
24645,174040.688
24646,177206.453
24647,160061.359
24648,157968.734
24649,158148.266
24650,156165.063
24651,157045.922
24652,155451.469
24653,156776.063
24654,157019.781
24655,156173.047
24656,157986.344
24657,169394.344
24658,175078.000
24659,171297.094
24660,174807.594
24661,177462.656
24662,176055.453
24663,177750.953
24664,176469.469
24665,177185.078
24666,177735.875
24667,176434.547
24668,178668.781
24669,164480.047
24670,160568.953
24671,157644.906
24672,156793.781
24673,157846.406
24674,156215.609
24675,158046.172
24676,156687.719
24677,157500.563
24678,157253.609
24679,169558.688
24680,175967.391
24681,176608.422
24682,174345.031
24683,175819.109
24684,176676.703
24685,178162.969
24686,176653.094
24687,178203.672
24688,176468.625
24689,176217.500
24690,174835.313
24691,162229.313
24692,155091.031
24693,152239.281
24694,151305.844
24695,151317.516
24696,151152.125
24697,151306.906
24698,151587.766
24699,151092.313
24700,151603.969
24701,165361.578
24702,170470.078
24703,173482.297
24704,160659.453
24705,158058.141
24706,156860.750
24707,157097.203
24708,155998.875
24709,156715.141
24710,155080.344
24711,156120.484
24712,156676.313
24713,156793.766
24714,170227.969
24715,173679.219
24716,175972.234
24717,174437.359
24718,176550.234
24719,177730.453
24720,176939.500
24721,178007.172
24722,176479.313
24723,177506.844
24724,177892.844
24725,178158.875
24726,168026.250
24727,159731.453
24728,158722.531
24729,156777.328
24730,156832.516
24731,157524.438
24732,156180.484
24733,157700.344
24734,156547.359
24735,157643.484
24736,171503.234
24737,175144.219
24738,178230.625
24739,160265.313
24740,159319.828
24741,157635.703
24742,157089.844
24743,158028.203
24744,156618.344
24745,157516.453
24746,156210.922
24747,156985.047
24748,156994.266
24749,169522.391
24750,176005.328
24751,173339.094
24752,176331.281
24753,176543.125
24754,176686.219
24755,177992.844
24756,176373.859
24757,177787.875
24758,176409.500
24759,177669.563
24760,177814.328
24761,166215.000
24762,161512.016
24763,157463.203
24764,158093.078
24765,156648.344
24766,157474.250
24767,157724.719
24768,156138.797
24769,157750.797
24770,156696.969
24771,171193.156
24772,175872.750
24773,177159.672
24774,161604.359
24775,157916.578
24776,158742.188
24777,157338.703
24778,157453.063
24779,157834.922
24780,155562.063
24781,157088.875
24782,156392.328
24783,158114.172
24784,172013.063
24785,176279.250
24786,173935.313
24787,175126.484
24788,177696.734
24789,177323.375
24790,177977.031
24791,178241.141
24792,176246.750
24793,177826.922
24794,177035.594
24795,178767.172
24796,166443.750
24797,160402.000
24798,159144.922
24799,156015.234
24800,156859.750
24801,156679.641
24802,156713.609
24803,157761.813
24804,156769.953
24805,158571.484
24806,169551.719
24807,175082.984
24808,177803.484
24809,161062.156
24810,159629.141
24811,156488.594
24812,157062.391
24813,156972.234
24814,156935.406
24815,158194.297
24816,156572.031
24817,158075.141
24818,156802.750
24819,171171.313
24820,176610.516
24821,172922.734
24822,177461.422
24823,176314.547
24824,178515.844
24825,177985.203
24826,177609.016
24827,178677.906
24828,177267.156
24829,178958.688
24830,177674.375
24831,165087.688
24832,161254.859
24833,157815.781
24834,158364.281
24835,156284.484
24836,157564.172
24837,156805.578
24838,156285.219
24839,157560.250
24840,156444.000
24841,171071.313
24842,174933.500
24843,177863.172
24844,174591.031
24845,175428.859
24846,177694.938
24847,176284.953
24848,177945.609
24849,177209.109
24850,176917.547
24851,178048.844
24852,176699.563
24853,167938.219
24854,160481.500
24855,158834.000
24856,157927.094
24857,156139.156
24858,157568.734
24859,156280.063
24860,157328.000
24861,156610.438
24862,157364.641
24863,171134.438
24864,172386.656
24865,176786.656
24866,160001.109
24867,158663.297
24868,157711.141
24869,156144.547
24870,157377.703
24871,155617.047
24872,157043.813
24873,156404.953
24874,156924.500
24875,158456.797
24876,167553.719
24877,175527.016
24878,174072.656
24879,175355.047
24880,177196.172
24881,176946.609
24882,178247.031
24883,176361.453
24884,177837.250
24885,177949.625
24886,177705.156
24887,179438.250
24888,166307.953
24889,161397.953
24890,158322.109
24891,157527.547
24892,157747.859
24893,156582.922
24894,157978.656
24895,156061.188
24896,157353.063
24897,158244.797
24898,170715.063
24899,176125.203
24900,177191.109
24901,162504.063
24902,158181.594
24903,157409.703
24904,158152.922
24905,156730.172
24906,157960.109
24907,156373.328
24908,156768.141
24909,157473.547
24910,157405.719
24911,171409.234
24912,173620.906
24913,173277.922
24914,174596.875
24915,176781.469
24916,178598.813
24917,176930.484
24918,178716.313
24919,176719.813
24920,178120.469
24921,177507.781
24922,177717.813
24923,167074.938
24924,159253.797
24925,158876.531
24926,157042.469
24927,156835.953
24928,158025.297
24929,156682.016
24930,157861.047
24931,156185.063
24932,157919.031
24933,170257.484
24934,174738.375
24935,177941.094
24936,158687.266
24937,158685.344
24938,157134.250
24939,157217.500
24940,157215.344
24941,155270.109
24942,156946.516
24943,155711.922
24944,156774.016
24945,157130.656
24946,169670.391
24947,176482.078
24948,171987.266
24949,176164.953
24950,176601.781
24951,177330.328
24952,177795.406
24953,175764.484
24954,177589.516
24955,176677.281
24956,177482.063
24957,178186.750
24958,165809.750
24959,161080.031
24960,156830.234
24961,157391.547
24962,156496.297
24963,156540.125
24964,157139.953
24965,154940.297
24966,156734.891
24967,156524.469
24968,170262.391
24969,175173.047
24970,176254.906
24971,173135.344
24972,174493.563
24973,176472.188
24974,176745.516
24975,176820.922
24976,177884.313
24977,176716.188
24978,178180.453
24979,176681.719
24980,167078.328
24981,160837.688
24982,157719.984
24983,158147.469
24984,155701.625
24985,156877.000
24986,156695.063
24987,156536.781
24988,158030.828
24989,156791.641
24990,170417.875
24991,173340.406
24992,176418.484
24993,160638.938
24994,158017.078
24995,157960.578
24996,156349.234
24997,157603.313
24998,156795.281
24999,156301.406
25000,157456.813
25001,156077.797
25002,158374.016
25003,168761.719
25004,175080.828
25005,176307.047
25006,173640.719
25007,177265.641
25008,175798.734
25009,176461.234
25010,174632.953
25011,172383.500
25012,171592.438
25013,171349.406
25014,171900.609
25015,160677.453
25016,154759.500
25017,152406.359
25018,151390.938
25019,151111.359
25020,151246.766
25021,152463.953
25022,153348.922
25023,153989.016
25024,156968.500
25025,169197.141
25026,174036.406
25027,176821.969
25028,160292.609
25029,159229.016
25030,156033.297
25031,157144.453
25032,156606.438
25033,156602.969
25034,157083.781
25035,155261.156
25036,156721.172
25037,156093.688
25038,169542.125
25039,175109.750
25040,174140.609
25041,176295.359
25042,175884.828
25043,178054.047
25044,177736.281
25045,177879.547
25046,178708.141
25047,177549.422
25048,178833.938
25049,177700.969
25050,167381.719
25051,161309.625
25052,158822.313
25053,158886.656
25054,156256.422
25055,157438.094
25056,156733.578
25057,156964.750
25058,157980.500
25059,157034.328
25060,171166.672
25061,174022.563
25062,177716.516
25063,161643.375
25064,158612.516
25065,158499.641
25066,156283.406
25067,157586.297
25068,156450.078
25069,157056.750
25070,158198.266
25071,156508.406
25072,158362.797
25073,169796.984
25074,175907.453
25075,173410.891
25076,175698.156
25077,177784.688
25078,176292.969
25079,178160.469
25080,177112.797
25081,177324.188
25082,178569.656
25083,176804.156
25084,179452.563
25085,165696.953
25086,160938.234
25087,158182.281
25088,156686.328
25089,157917.266
25090,156509.484
25091,158004.797
25092,157222.891
25093,156927.781
25094,158536.063
25095,169949.313
25096,175244.375
25097,176717.875
25098,161035.438
25099,158729.219
25100,157218.953
25101,158264.922
25102,156361.719
25103,157670.750
25104,156852.000
25105,157336.859
25106,157629.250
25107,155864.391
25108,171023.625
25109,174665.813
25110,173412.375
25111,176298.906
25112,176540.625
25113,178137.594
25114,176936.609
25115,178423.875
25116,177763.297
25117,177890.578
25118,178407.313
25119,176827.313
25120,166518.016
25121,160395.859
25122,158913.047
25123,157966.891
25124,157076.453
25125,158008.609
25126,155852.969
25127,157329.031
25128,156946.953
25129,157690.109
25130,171250.594
25131,173993.750
25132,177431.359
25133,174519.500
25134,177155.938
25135,178148.266
25136,177734.047
25137,179091.750
25138,176754.172
25139,178167.500
25140,178211.328
25141,178529.844
25142,168775.281
25143,160456.078
25144,159579.922
25145,157103.500
25146,157206.797
25147,157942.797
25148,157001.984
25149,157847.094
25150,155914.813
25151,157945.469
25152,170838.375
25153,174053.797
25154,178439.234
25155,161158.484
25156,160318.969
25157,157713.234
25158,157763.797
25159,158361.500
25160,157185.922
25161,158354.531
25162,156587.875
25163,158127.438
25164,157799.000
25165,169795.031
25166,176233.047
25167,173265.250
25168,175463.328
25169,176181.250
25170,177266.734
25171,178796.469
25172,177527.703
25173,179276.172
25174,177207.844
25175,178229.188
25176,177769.938
25177,166212.359
25178,161482.063
25179,157376.578
25180,157976.922
25181,156432.172
25182,157640.484
25183,157527.344
25184,156063.656
25185,157957.594
25186,156766.453
25187,170653.922
25188,174349.203
25189,175689.516
25190,161451.859
25191,157528.797
25192,158236.047
25193,156770.125
25194,157378.188
25195,157280.375
25196,155665.391
25197,157474.297
25198,156290.625
25199,157865.000
25200,170580.063
25201,176546.938
25202,175627.313
25203,175117.469
25204,177592.031
25205,176851.953
25206,177692.469
25207,177919.266
25208,176099.906
25209,177806.156
25210,176638.109
25211,178776.797
25212,166623.734
25213,160254.359
25214,159234.016
25215,155926.156
25216,157502.422
25217,157002.672
25218,157007.891
25219,157563.219
25220,156751.000
25221,158900.469
25222,169700.625
25223,175613.063
25224,178286.859
25225,160983.484
25226,159911.516
25227,156991.891
25228,157893.969
25229,157004.328
25230,156814.781
25231,157826.141
25232,156840.234
25233,157860.578
25234,156471.156
25235,171865.594
25236,176486.953
25237,173409.047
25238,177240.969
25239,176369.359
25240,178303.453
25241,176866.859
25242,177547.844
25243,178409.000
25244,176919.781
25245,178683.484
25246,177566.328
25247,166336.672
25248,161257.234
25249,158409.234
25250,158491.625
25251,156425.781
25252,157805.016
25253,156571.359
25254,156486.625
25255,157473.594
25256,156548.922
25257,170965.109
25258,174164.125
25259,177185.469
25260,172552.078
25261,175327.500
25262,177710.125
25263,176402.469
25264,178121.609
25265,177144.375
25266,176732.688
25267,177870.672
25268,176425.844
25269,167530.875
25270,159522.844
25271,158108.141
25272,156952.703
25273,155638.344
25274,157199.313
25275,155448.359
25276,156862.656
25277,156154.484
25278,157255.813
25279,170562.266
25280,172566.953
25281,177167.703
25282,159794.703
25283,158415.906
25284,157291.422
25285,155839.688
25286,157319.375
25287,156098.172
25288,157398.141
25289,156404.281
25290,156549.844
25291,157976.453
25292,167702.781
25293,175737.094
25294,175172.375
25295,174642.844
25296,176928.172
25297,176864.719
25298,178124.297
25299,176102.781
25300,177604.875
25301,176995.188
25302,177189.422
25303,178749.875
25304,165618.500
25305,160959.188
25306,158035.766
25307,157646.047
25308,157530.219
25309,156878.797
25310,157849.391
25311,155528.125
25312,156912.250
25313,156998.734
25314,170248.453
25315,175165.000
25316,176534.781
25317,161679.516
25318,157981.391
25319,157324.313
25320,157356.359
25321,156512.703
25322,157572.531
25323,155948.156
25324,157336.734
25325,157134.844
25326,157419.688
25327,171409.328
25328,174798.906
25329,172571.156
25330,172038.703
25331,172278.484
25332,172113.828
25333,172109.453
25334,171937.578
25335,171996.125
25336,171899.844
25337,171404.141
25338,172296.094
25339,160888.094
25340,155262.859
25341,154323.781
25342,154549.859
25343,155016.516
25344,156993.609
25345,155784.516
25346,157090.484
25347,156196.422
25348,157061.328
25349,170226.438
25350,172641.484
25351,177390.375
25352,159430.734
25353,158345.438
25354,157468.094
25355,156108.547
25356,157225.719
25357,155700.250
25358,157193.453
25359,156730.078
25360,156883.906
25361,157982.641
25362,169263.719
25363,175820.984
25364,172851.828
25365,176823.063
25366,177289.391
25367,177720.672
25368,178865.125
25369,177027.109
25370,178435.984
25371,177625.953
25372,177778.156
25373,179288.938
25374,165028.438
25375,160977.422
25376,157993.469
25377,158092.063
25378,157659.297
25379,157022.063
25380,158045.016
25381,155869.063
25382,157346.219
25383,157552.000
25384,170788.750
25385,176276.656
25386,177381.391
25387,162063.234
25388,158045.969
25389,157963.547
25390,157929.234
25391,157107.375
25392,158420.000
25393,156199.203
25394,157041.938
25395,157065.703
25396,157739.172
25397,172560.109
25398,175150.203
25399,173807.172
25400,175257.953
25401,177136.016
25402,177971.281
25403,177103.219
25404,178350.469
25405,176575.297
25406,178472.484
25407,176983.625
25408,177905.484
25409,165965.875
25410,159681.844
25411,159033.063
25412,157290.578
25413,157339.141
25414,157730.016
25415,156485.578
25416,158016.313
25417,156227.938
25418,158456.703
25419,168942.891
25420,174736.641
25421,178212.875
25422,173397.641
25423,176986.781
25424,176508.984
25425,178063.828
25426,177380.766
25427,176690.781
25428,178257.891
25429,176860.531
25430,178602.047
25431,167498.781
25432,160542.891
25433,159126.031
25434,156432.469
25435,157801.781
25436,156658.578
25437,157625.188
25438,157407.469
25439,156401.688
25440,158596.031
25441,170746.422
25442,175675.359
25443,176944.969
25444,161211.500
25445,159555.641
25446,156444.438
25447,157990.797
25448,156663.313
25449,157783.688
25450,157699.844
25451,156337.422
25452,157966.391
25453,157281.047
25454,170891.094
25455,176585.938
25456,175638.922
25457,176944.797
25458,175976.141
25459,178004.063
25460,177274.281
25461,177959.953
25462,178436.469
25463,177748.391
25464,178923.641
25465,177506.922
25466,167068.000
25467,160930.938
25468,158428.266
25469,158727.078
25470,156187.141
25471,157448.406
25472,156571.969
25473,157092.250
25474,157620.703
25475,157496.031
25476,171618.906
25477,173386.203
25478,178024.734
25479,162161.406
25480,159454.750
25481,159063.297
25482,156891.016
25483,157944.281
25484,156108.281
25485,156889.813
25486,157645.969
25487,156799.719
25488,158624.828
25489,170373.875
25490,175851.828
25491,174004.125
25492,176297.453
25493,178218.547
25494,176818.547
25495,178256.203
25496,177049.063
25497,177482.984
25498,178737.234
25499,177082.609
25500,179025.484
25501,165580.406
25502,161180.688
25503,158375.313
25504,157281.953
25505,157994.172
25506,156025.922
25507,157836.359
25508,156576.234
25509,156893.875
25510,158638.141
25511,171047.297
25512,176475.984
25513,176611.156
25514,161189.297
25515,158366.891
25516,157150.500
25517,157991.578
25518,156161.594
25519,157923.547
25520,156693.688
25521,157294.938
25522,157667.938
25523,157044.922
25524,171659.969
25525,174938.625
25526,173231.109
25527,175829.016
25528,175783.203
25529,177999.375
25530,176541.047
25531,178156.344
25532,177097.781
25533,177469.188
25534,177800.078
25535,176931.391
25536,166692.813
25537,159675.703
25538,158362.766
25539,157516.047
25540,157174.906
25541,158165.984
25542,155814.266
25543,157563.656
25544,156838.609
25545,158431.500
25546,171868.797
25547,174298.000
25548,177662.953
25549,173076.000
25550,177272.016
25551,177910.984
25552,178061.125
25553,179266.688
25554,177314.656
25555,178794.672
25556,177979.813
25557,177985.047
25558,168328.703
25559,160595.641
25560,159551.094
25561,157020.359
25562,157808.203
25563,157570.125
25564,157080.406
25565,158254.656
25566,155914.344
25567,158207.047
25568,170717.516
25569,174243.906
25570,178188.891
25571,160812.484
25572,160019.719
25573,157359.000
25574,157563.313
25575,157428.328
25576,156677.031
25577,157798.734
25578,155830.734
25579,157418.313
25580,157223.391
25581,169053.422
25582,176216.359
25583,174912.750
25584,175759.656
25585,175856.906
25586,176639.625
25587,177538.109
25588,176298.016
25589,178026.328
25590,176406.625
25591,178240.641
25592,177838.125
25593,166181.984
25594,161434.891
25595,157508.328
25596,157890.484
25597,155984.359
25598,156939.516
25599,156561.953
25600,155604.813
25601,157268.969
25602,156593.641
25603,171034.906
25604,174153.047
25605,176131.094
25606,161162.828
25607,157535.063
25608,158110.641
25609,156546.625
25610,157263.172
25611,157075.766
25612,155810.578
25613,157539.000
25614,156105.906
25615,157993.500
25616,169921.266
25617,175280.563
25618,173765.078
25619,173894.609
25620,177368.281
25621,176909.438
25622,177676.922
25623,177786.750
25624,176487.813
25625,178205.875
25626,176402.719
25627,178492.828
25628,166639.047
25629,160541.906
25630,158929.438
25631,155748.953
25632,157534.953
25633,156449.828
25634,157186.563
25635,157635.703
25636,157206.875
25637,158962.547
25638,169899.234
25639,175084.797
25640,177363.234
25641,161515.734
25642,160075.625
25643,156592.156
25644,157560.516
25645,156808.891
25646,157241.781
25647,157355.906
25648,156115.828
25649,156084.813
25650,154456.922
25651,165316.750
25652,169686.047
25653,166334.609
25654,169931.734
25655,171123.781
25656,171084.188
25657,171543.000
25658,171757.641
25659,171515.328
25660,172141.016
25661,173717.047
25662,174829.016
25663,164039.906
25664,160364.469
25665,157144.344
25666,157599.766
25667,155737.391
25668,156743.188
25669,156567.266
25670,155642.516
25671,156917.938
25672,156003.406
25673,170498.797
25674,174004.328
25675,176529.719
25676,161841.844
25677,157893.844
25678,157863.969
25679,156310.297
25680,157282.844
25681,156959.406
25682,156173.484
25683,157593.656
25684,155997.641
25685,158227.469
25686,171284.453
25687,176519.594
25688,174288.047
25689,174976.547
25690,177441.516
25691,176640.297
25692,177529.625
25693,177540.438
25694,176398.719
25695,177934.313
25696,176570.984
25697,178882.453
25698,165377.953
25699,160604.625
25700,158736.422
25701,156022.906
25702,157321.375
25703,156136.266
25704,156785.734
25705,156995.891
25706,156872.219
25707,158520.313
25708,168636.094
25709,175531.500
25710,177226.938
25711,174748.781
25712,177594.719
25713,175974.625
25714,177962.047
25715,177404.547
25716,178245.875
25717,178537.938
25718,177830.188
25719,179281.453
25720,166696.125
25721,161392.891
25722,158694.016
25723,158049.484
25724,158328.734
25725,157076.516
25726,158408.906
25727,156538.719
25728,157460.469
25729,158621.281
25730,171369.453
25731,176272.156
25732,176724.859
25733,162028.656
25734,159419.609
25735,158139.438
25736,158195.438
25737,156749.141
25738,157802.203
25739,156501.781
25740,157088.266
25741,157730.578
25742,157237.563
25743,170401.859
25744,174294.984
25745,175238.906
25746,174987.766
25747,176523.359
25748,178277.484
25749,176665.391
25750,178040.797
25751,176906.813
25752,177087.531
25753,178405.734
25754,178072.719
25755,168382.609
25756,160443.047
25757,159548.281
25758,157664.016
25759,156950.953
25760,157967.438
25761,156017.188
25762,157508.969
25763,155986.469
25764,157694.969
25765,170882.359
25766,173838.000
25767,178187.688
25768,160569.625
25769,159308.500
25770,157696.109
25771,156501.750
25772,157716.688
25773,156194.469
25774,157800.844
25775,156737.406
25776,157486.250
25777,158299.656
25778,169983.422
25779,176207.609
25780,172775.453
25781,176426.281
25782,177024.641
25783,177516.516
25784,178808.313
25785,176597.609
25786,178647.781
25787,177504.266
25788,178403.938
